,0,1,2
0,Abbott Laboratories,ABT,http://investsnips.com/abbott-laboratories-abt/
1,"AcelRx Pharmaceuticals, Inc.",ACRX,http://investsnips.com/acelrx-pharmaceuticals-acrx/
2,"Aclaris Therapeutics, Inc.",ACRS,http://investsnips.com/aclaris-therapeutics-acrs/
3,"Adamas Pharmaceuticals, Inc.",ADMS,http://investsnips.com/adamas-pharmaceuticals-adms/
4,Adamis Pharmaceuticals Corporation,ADMP,http://investsnips.com/adamis-pharmaceuticals-corporation-admp/
5,"Aerie Pharmaceuticals, Inc.",AERI,http://investsnips.com/aerie-pharmaceuticals-inc-aeri/
6,"Agile Therapeutics, Inc.",AGRX,http://investsnips.com/agile-therapeutics-agrx/
7,"Akorn, Inc.",AKRX,http://investsnips.com/akorn-akrx/
8,"Alimera Sciences, Inc.",ALIM,http://investsnips.com/alimera-sciences-alim/
9,Allergan plc,AGN,http://investsnips.com/allergan-inc-agn/
10,"AMAG Pharmaceuticals, Inc.",AMAG,http://investsnips.com/amag-pharmaceuticals-amag/
11,AmerisourceBergen Corporation,ABC,http://investsnips.com/amerisourcebergen-corporation-holding-co-abc/
12,"Amphastar Pharmaceuticals, Inc.",AMPH,http://investsnips.com/amphastar-pharmaceuticals-amph/
13,"Antares Pharma, Inc.",ATRS,http://investsnips.com/antares-pharma-atrs/
14,"Aquinox Pharmaceuticals, Inc.",AQXP,http://investsnips.com/aquinox-pharmaceuticals-aqxp/
15,Aradigm Corporation,ARDM,http://investsnips.com/aradigm-corporation-ardm/
